Region,Country,Year,Age,Gender,Literacy rate
Sub-Saharan Africa,Madagascar,2018,<15,female,0.7238409
Sub-Saharan Africa,Madagascar,2018,<15,male,0.7727514
Sub-Saharan Africa,Madagascar,2018,15-24,female,0.8067803
Sub-Saharan Africa,Madagascar,2018,15-24,male,0.8171984
Sub-Saharan Africa,Madagascar,2018,25-64,female,0.6972224
Sub-Saharan Africa,Madagascar,2018,25-64,male,0.7543486
Sub-Saharan Africa,Madagascar,2018,65+,female,0.4923903
Sub-Saharan Africa,Madagascar,2018,65+,male,0.6766499
Sub-Saharan Africa,Malawi,2010,<15,female,0.5125197
Sub-Saharan Africa,Malawi,2010,<15,male,0.7209765
Sub-Saharan Africa,Malawi,2010,15-24,female,0.6998174
Sub-Saharan Africa,Malawi,2010,15-24,male,0.7426925
Sub-Saharan Africa,Malawi,2010,25-64,female,0.4623229
Sub-Saharan Africa,Malawi,2010,25-64,male,0.7140848
Sub-Saharan Africa,Malawi,2010,65+,female,0.127222
Sub-Saharan Africa,Malawi,2010,65+,male,0.6605427
Sub-Saharan Africa,Malawi,2014,<15,female,0.5513099
Sub-Saharan Africa,Malawi,2014,<15,male,0.7597926
Sub-Saharan Africa,Malawi,2014,15-24,female,0.7333242
Sub-Saharan Africa,Malawi,2014,15-24,male,0.7878466
Sub-Saharan Africa,Malawi,2014,25-64,female,0.5098329
Sub-Saharan Africa,Malawi,2014,25-64,male,0.7515946
Sub-Saharan Africa,Malawi,2014,65+,female,0.1586149
Sub-Saharan Africa,Malawi,2014,65+,male,0.6820148
Sub-Saharan Africa,Malawi,2015,<15,female,0.5520411
Sub-Saharan Africa,Malawi,2015,<15,male,0.6975397
Sub-Saharan Africa,Malawi,2015,15-24,female,0.733858
Sub-Saharan Africa,Malawi,2015,15-24,male,0.7249172
Sub-Saharan Africa,Malawi,2015,25-64,female,0.5051647
Sub-Saharan Africa,Malawi,2015,25-64,male,0.6884503
Sub-Saharan Africa,Malawi,2015,65+,female,0.1560983
Sub-Saharan Africa,Malawi,2015,65+,male,0.6216461
Sub-Saharan Africa,Mali,2010,<15,female,0.2028793
Sub-Saharan Africa,Mali,2010,<15,male,0.4340063
Sub-Saharan Africa,Mali,2010,15-24,female,0.3394571
Sub-Saharan Africa,Mali,2010,15-24,male,0.5637127
Sub-Saharan Africa,Mali,2010,25-64,female,0.1452512
Sub-Saharan Africa,Mali,2010,25-64,male,0.3948029
Sub-Saharan Africa,Mali,2010,65+,female,0.0156074
Sub-Saharan Africa,Mali,2010,65+,male,0.1885564
Sub-Saharan Africa,Mali,2011,<15,female,0.2463679
Sub-Saharan Africa,Mali,2011,<15,male,0.4327392
Sub-Saharan Africa,Mali,2011,15-24,female,0.3900856
Sub-Saharan Africa,Mali,2011,15-24,male,0.5631502
Sub-Saharan Africa,Mali,2011,25-64,female,0.1749245
Sub-Saharan Africa,Mali,2011,25-64,male,0.3814716
Sub-Saharan Africa,Mali,2011,65+,female,0.0594178
Sub-Saharan Africa,Mali,2011,65+,male,0.2032392
Sub-Saharan Africa,Mali,2015,<15,female,0.2219581
Sub-Saharan Africa,Mali,2015,<15,male,0.4506592
Sub-Saharan Africa,Mali,2015,15-24,female,0.3920776
Sub-Saharan Africa,Mali,2015,15-24,male,0.6052549
Sub-Saharan Africa,Mali,2015,25-64,female,0.1529266
Sub-Saharan Africa,Mali,2015,25-64,male,0.4015829
Sub-Saharan Africa,Mali,2015,65+,female,0.0265508
Sub-Saharan Africa,Mali,2015,65+,male,0.2123257
Sub-Saharan Africa,Mali,2018,<15,female,0.2573516
Sub-Saharan Africa,Mali,2018,<15,male,0.4618414
Sub-Saharan Africa,Mali,2018,15-24,female,0.4339811
Sub-Saharan Africa,Mali,2018,15-24,male,0.5783326
Sub-Saharan Africa,Mali,2018,25-64,female,0.1789013
Sub-Saharan Africa,Mali,2018,25-64,male,0.4273918
Sub-Saharan Africa,Mali,2018,65+,female,0.0694509
Sub-Saharan Africa,Mali,2018,65+,male,0.2674464
Sub-Saharan Africa,Mauritania,2017,<15,female,0.4335439
Sub-Saharan Africa,Mauritania,2017,<15,male,0.6374855
Sub-Saharan Africa,Mauritania,2017,15-24,female,0.5676072
Sub-Saharan Africa,Mauritania,2017,15-24,male,0.7093633
Sub-Saharan Africa,Mauritania,2017,25-64,female,0.3918386
Sub-Saharan Africa,Mauritania,2017,25-64,male,0.6137806
Sub-Saharan Africa,Mauritania,2017,65+,female,0.1631236
Sub-Saharan Africa,Mauritania,2017,65+,male,0.4404442
Sub-Saharan Africa,Mauritius,2011,<15,female,0.8665807
Sub-Saharan Africa,Mauritius,2011,<15,male,0.9195172
Sub-Saharan Africa,Mauritius,2011,15-24,female,0.9857592
Sub-Saharan Africa,Mauritius,2011,15-24,male,0.9768915
Sub-Saharan Africa,Mauritius,2011,25-64,female,0.8869707
Sub-Saharan Africa,Mauritius,2011,25-64,male,0.9194321
Sub-Saharan Africa,Mauritius,2011,65+,female,0.5475454
Sub-Saharan Africa,Mauritius,2011,65+,male,0.7840806
Sub-Saharan Africa,Mauritius,2012,<15,female,0.8897935
Sub-Saharan Africa,Mauritius,2012,<15,male,0.9465241
Sub-Saharan Africa,Mauritius,2013,<15,female,0.8905094
Sub-Saharan Africa,Mauritius,2013,<15,male,0.9403689
Sub-Saharan Africa,Mauritius,2014,<15,female,0.9028332
Sub-Saharan Africa,Mauritius,2014,<15,male,0.9476538
Sub-Saharan Africa,Mauritius,2015,<15,female,0.9065402
Sub-Saharan Africa,Mauritius,2015,<15,male,0.9486117
Sub-Saharan Africa,Mauritius,2016,<15,female,0.9098055
Sub-Saharan Africa,Mauritius,2016,<15,male,0.9543586
Sub-Saharan Africa,Mauritius,2018,<15,female,0.8936638
Sub-Saharan Africa,Mauritius,2018,<15,male,0.9335735
Sub-Saharan Africa,Mauritius,2018,15-24,female,0.9935342
Sub-Saharan Africa,Mauritius,2018,15-24,male,0.9873798
Sub-Saharan Africa,Mauritius,2018,25-64,female,0.9252182
Sub-Saharan Africa,Mauritius,2018,25-64,male,0.9339852
Sub-Saharan Africa,Mauritius,2018,65+,female,0.6440029
Sub-Saharan Africa,Mauritius,2018,65+,male,0.9335735
Sub-Saharan Africa,Mozambique,2015,<15,female,0.4306246
Sub-Saharan Africa,Mozambique,2015,<15,male,0.7075839
Sub-Saharan Africa,Mozambique,2015,15-24,female,0.6266699
Sub-Saharan Africa,Mozambique,2015,15-24,male,0.7906706
Sub-Saharan Africa,Mozambique,2015,25-64,female,0.3554849
Sub-Saharan Africa,Mozambique,2015,25-64,male,0.6825376
Sub-Saharan Africa,Mozambique,2015,65+,female,0.0879886
Sub-Saharan Africa,Mozambique,2015,65+,male,0.4631096
Sub-Saharan Africa,Mozambique,2017,<15,female,0.5029514
Sub-Saharan Africa,Mozambique,2017,<15,male,0.7259945
Sub-Saharan Africa,Mozambique,2017,15-24,female,0.6548977
Sub-Saharan Africa,Mozambique,2017,15-24,male,0.7726017
Sub-Saharan Africa,Mozambique,2017,25-64,female,0.4417937
Sub-Saharan Africa,Mozambique,2017,25-64,male,0.7196292
Sub-Saharan Africa,Mozambique,2017,65+,female,0.1576147
Sub-Saharan Africa,Mozambique,2017,65+,male,0.4996799
Sub-Saharan Africa,Namibia,2011,<15,female,0.8795106
Sub-Saharan Africa,Namibia,2011,<15,male,0.8863123
Sub-Saharan Africa,Namibia,2011,15-24,female,0.9534632
Sub-Saharan Africa,Namibia,2011_,15-24,male,0.9345852
Sub-Saharan Africa,Namibia,2011,25-64,female,0.8900884
Sub-Saharan Africa,Namibia,2011,25-64,male,0.8971173
Sub-Saharan Africa,Namibia,2011,65+,female,0.5534145
Sub-Saharan Africa,Namibia,2011,65+,male,0.5856687
Sub-Saharan Africa,Namibia,2018,<15,female,0.9143643
Sub-Saharan Africa,Namibia,2018,<15,male,0.9162742
Sub-Saharan Africa,Namibia,2018,15-24,female,0.9619844
Sub-Saharan Africa,Namibia,2018,15-24,male,0.9410937
Sub-Saharan Africa,Namibia,2018,25-64,female,0.9187141
Sub-Saharan Africa,Namibia,2018,25-64,male,0.9151648
Sub-Saharan Africa,Namibia,2018,65+,female,0.9143643
Sub-Saharan Africa,Namibia,2018,65+,male,0.7514808
Sub-Saharan Africa,Niger,2012,<15,female,0.2255129
Sub-Saharan Africa,Niger,2012,<15,male,0.3905869
Sub-Saharan Africa,Niger,2012,15-24,female,0.3164391
Sub-Saharan Africa,Niger,2012,15-24,male,0.4855718
Sub-Saharan Africa,Niger,2012,25-64,female,0.1829125
Sub-Saharan Africa,Niger,2012,25-64,male,0.3519093
Sub-Saharan Africa,Niger,2012,65+,female,0.0796871
Sub-Saharan Africa,Niger,2012,65+,male,0.1983031
Sub-Saharan Africa,Nigeria,2018,<15,female,0.5265648
Sub-Saharan Africa,Nigeria,2018,<15,male,0.7125571
Sub-Saharan Africa,Nigeria,2018,15-24,female,0.6826263
Sub-Saharan Africa,Nigeria,2018,15-24,male,0.8158064
Sub-Saharan Africa,Nigeria,2018,25-64,female,0.4699417
Sub-Saharan Africa,Nigeria,2018,25-64,male,0.6777887
Sub-Saharan Africa,Nigeria,2018,65+,female,0.1763388
Sub-Saharan Africa,Nigeria,2018,65+,male,0.4010898
Sub-Saharan Africa,Rwanda,2010,<15,female,0.6154861
Sub-Saharan Africa,Rwanda,2010,<15,male,0.7113054
Sub-Saharan Africa,Rwanda,2010,15-24,female,0.7797246
Sub-Saharan Africa,Rwanda,2010,15-24,male,0.7665858
Sub-Saharan Africa,Rwanda,2010,25-64,female,0.5685094
Sub-Saharan Africa,Rwanda,2010,25-64,male,0.6901257
Sub-Saharan Africa,Rwanda,2010,65+,female,0.2035384
Sub-Saharan Africa,Rwanda,2010,65+,male,0.5297189
Sub-Saharan Africa,Rwanda,2012,<15,female,0.6466449
Sub-Saharan Africa,Rwanda,2012,<15,male,0.7244518
Sub-Saharan Africa,Rwanda,2012,15-24,female,0.8348739
Sub-Saharan Africa,Rwanda,2012,15-24,male,0.8112005
Sub-Saharan Africa,Rwanda,2012,25-64,female,0.5955169
Sub-Saharan Africa,Rwanda,2012,25-64,male,0.6953993
Sub-Saharan Africa,Rwanda,2012,65+,female,0.1320081
Sub-Saharan Africa,Rwanda,2012,65+,male,0.4166654
Sub-Saharan Africa,Rwanda,2014,<15,female,0.6613744
Sub-Saharan Africa,Rwanda,2014,<15,male,0.7614973
Sub-Saharan Africa,Rwanda,2014,15-24,female,0.8626225
Sub-Saharan Africa,Rwanda,2014,15-24,male,0.838141
Sub-Saharan Africa,Rwanda,2014,25-64,female,0.6128368
Sub-Saharan Africa,Rwanda,2014,25-64,male,0.7392766
Sub-Saharan Africa,Rwanda,2014,65+,female,0.1050422
Sub-Saharan Africa,Rwanda,2014,65+,male,0.4614233
Sub-Saharan Africa,Rwanda,2018,<15,female,0.6939454
Sub-Saharan Africa,Rwanda,2018,<15,male,0.775588
Sub-Saharan Africa,Rwanda,2018,15-24,female,0.8850182
Sub-Saharan Africa,Rwanda,2018,15-24,male,0.8432593
Sub-Saharan Africa,Rwanda,2018,25-64,female,0.6545943
Sub-Saharan Africa,Rwanda,2018,25-64,male,0.7603343
Sub-Saharan Africa,Rwanda,2018,65+,female,0.1492616
Sub-Saharan Africa,Rwanda,2018,65+,male,0.5067618
Sub-Saharan Africa,Sao Tome and Principe,2012,<15,female,0.854417
Sub-Saharan Africa,Sao Tome and Principe,2012,<15,male,0.9495617
Sub-Saharan Africa,Sao Tome and Principe,2012,15-24,female,0.9635088
Sub-Saharan Africa,Sao Tome and Principe,2012,15-24,male,0.9712077
Sub-Saharan Africa,Sao Tome and Principe,2012,25-64,female,0.8596431
Sub-Saharan Africa,Sao Tome and Principe,2012,25-64,male,0.9570092
Sub-Saharan Africa,Sao Tome and Principe,2012,65+,female,0.3034165
Sub-Saharan Africa,Sao Tome and Principe,2012,65+,male,0.7401792
Sub-Saharan Africa,Sao Tome and Principe,2018,<15,female,0.8951573
Sub-Saharan Africa,Sao Tome and Principe,2018,<15,male,0.9616268
Sub-Saharan Africa,Sao Tome and Principe,2018,15-24,female,0.9785418
Sub-Saharan Africa,Sao Tome and Principe,2018,15-24,male,0.9771246
Sub-Saharan Africa,Sao Tome and Principe,2018,25-64,female,0.8966285
Sub-Saharan Africa,Sao Tome and Principe,2018,25-64,male,0.9631294
Sub-Saharan Africa,Sao Tome and Principe,2018,65+,female,0.403362
Sub-Saharan Africa,Sao Tome and Principe,2018,65+,male,0.8216782
Sub-Saharan Africa,Senegal,2011,<15,female,0.4042492
Sub-Saharan Africa,Senegal,2011,<15,male,0.6634154
Sub-Saharan Africa,Senegal,2011,15-24,female,0.5899902
Sub-Saharan Africa,Senegal,2011,15-24,male,0.7396651
Sub-Saharan Africa,Senegal,2011,25-64,female,0.3409988
Sub-Saharan Africa,Senegal,2011,25-64,male,0.6474102
Sub-Saharan Africa,Senegal,2011,65+,female,0.0822591
Sub-Saharan Africa,Senegal,2011,65+,male,0.4366549
Sub-Saharan Africa,Senegal,2013,<15,female,0.335966
Sub-Saharan Africa,Senegal,2013,<15,male,0.5280447
Sub-Saharan Africa,Senegal,2013,15-24,female,0.5096893
Sub-Saharan Africa,Senegal,2013,15-24,male,0.6111376
Sub-Saharan Africa,Senegal,2013,25-64,female,0.2679452
Sub-Saharan Africa,Senegal,2013,25-64,male,0.4973747
Sub-Saharan Africa,Senegal,2013,65+,female,0.0702091
Sub-Saharan Africa,Senegal,2013,65+,male,0.3695836
Sub-Saharan Africa,Senegal,2017,<15,female,0.3979856
Sub-Saharan Africa,Senegal,2017,<15,male,0.6481228
Sub-Saharan Africa,Senegal,2017,15-24,female,0.6350271
Sub-Saharan Africa,Senegal,2017,15-24,male,0.7557641
Sub-Saharan Africa,Senegal,2017,25-64,female,0.2933113
Sub-Saharan Africa,Senegal,2017,25-64,male,0.6029539
Sub-Saharan Africa,Senegal,2017,65+,female,0.072947
Sub-Saharan Africa,Senegal,2017,65+,male,0.4621211
Sub-Saharan Africa,Seychelles,2010,<15,female,0.9444898
Sub-Saharan Africa,Seychelles,2010,<15,male,0.9346392
Sub-Saharan Africa,Seychelles,2010,15-24,female,0.9938308
Sub-Saharan Africa,Seychelles,2010,15-24,male,0.9858672
Sub-Saharan Africa,Seychelles,2010,25-64,female,0.9669328
Sub-Saharan Africa,Seychelles,2010,25-64,male,0.9472741
Sub-Saharan Africa,Seychelles,2010,65+,female,0.7394193
Sub-Saharan Africa,Seychelles,2010,65+,male,0.6779141
Sub-Saharan Africa,Seychelles,2018,<15,female,0.963502
Sub-Saharan Africa,Seychelles,2018,<15,male,0.9541176
Sub-Saharan Africa,Seychelles,2018,15-24,female,0.996
Sub-Saharan Africa,Seychelles,2018,15-24,male,0.9856
Sub-Saharan Africa,Seychelles,2018,25-64,female,0.980903
Sub-Saharan Africa,Seychelles,2018,25-64,male,0.9678781
Sub-Saharan Africa,Seychelles,2018,65+,female,0.8096204
Sub-Saharan Africa,Seychelles,2018,65+,male,0.7636579
Sub-Saharan Africa,Sierra Leone,2013,<15,female,0.2485668
Sub-Saharan Africa,Sierra Leone,2013,<15,male,0.4133217
Sub-Saharan Africa,Sierra Leone,2013,15-24,female,0.5085709
Sub-Saharan Africa,Sierra Leone,2013,15-24,male,0.645305
Sub-Saharan Africa,Sierra Leone,2013,25-64,female,0.1475123
Sub-Saharan Africa,Sierra Leone,2013,25-64,male,0.3478517
Sub-Saharan Africa,Sierra Leone,2013,65+,female,0.004025
Sub-Saharan Africa,Sierra Leone,2013,65+,male,0.0713478
Sub-Saharan Africa,Sierra Leone,2018,<15,female,0.3485203
Sub-Saharan Africa,Sierra Leone,2018,<15,male,0.5164688
Sub-Saharan Africa,Sierra Leone,2018,15-24,female,0.6269922
Sub-Saharan Africa,Sierra Leone,2018,15-24,male,0.7057611
Sub-Saharan Africa,Sierra Leone,2018,25-64,female,0.2227423
Sub-Saharan Africa,Sierra Leone,2018,25-64,male,0.438535
Sub-Saharan Africa,Sierra Leone,2018,65+,female,0.0071783
Sub-Saharan Africa,Sierra Leone,2018,65+,male,0.0971417
Sub-Saharan Africa,South Africa,2010,<15,female,0.9171399
Sub-Saharan Africa,South Africa,2010,<15,male,0.9414385
Sub-Saharan Africa,South Africa,2010,15-24,female,0.9890137
Sub-Saharan Africa,South Africa,2010,15-24,male,0.9838872
Sub-Saharan Africa,South Africa,2010,25-64,female,0.923439
Sub-Saharan Africa,South Africa,2010,25-64,male,0.9379687
Sub-Saharan Africa,South Africa,2010,65+,female,0.633291
Sub-Saharan Africa,South Africa,2010,65+,male,0.7391859
Sub-Saharan Africa,South Africa,2011,<15,female,0.9204789
Sub-Saharan Africa,South Africa,2011,<15,male,0.9424509
Sub-Saharan Africa,South Africa,2011,15-24,female,0.9915214
Sub-Saharan Africa,South Africa,2011,15-24,male,0.9843064
Sub-Saharan Africa,South Africa,2011,25-64,female,0.9283443
Sub-Saharan Africa,South Africa,2011,25-64,male,0.9401879
Sub-Saharan Africa,South Africa,2011,65+,female,0.6425562
Sub-Saharan Africa,South Africa,2011,65+,male,0.7381244
Sub-Saharan Africa,South Africa,2012,<15,female,0.9258625
Sub-Saharan Africa,South Africa,2012,<15,male,0.9496372
Sub-Saharan Africa,South Africa,2012,15-24,female,0.9927071
Sub-Saharan Africa,South Africa,2012,15-24,male,0.9849655
Sub-Saharan Africa,South Africa,2012,25-64,female,0.9351408
Sub-Saharan Africa,South Africa,2012,25-64,male,0.9497685
Sub-Saharan Africa,South Africa,2012,65+,female,0.6556263
Sub-Saharan Africa,South Africa,2012,65+,male,0.7557274
Sub-Saharan Africa,South Africa,2014,<15,female,0.9307306
Sub-Saharan Africa,South Africa,2014,<15,male,0.9528685
Sub-Saharan Africa,South Africa,2014,15-24,female,0.9908437
Sub-Saharan Africa,South Africa,2014,15-24,male,0.9868172
Sub-Saharan Africa,South Africa,2014,25-64,female,0.9434273
Sub-Saharan Africa,South Africa,2014,25-64,male,0.9533756
Sub-Saharan Africa,South Africa,2014,65+,female,0.6728846
Sub-Saharan Africa,South Africa,2014,65+,male,0.77376
Sub-Saharan Africa,South Africa,2015,<15,female,0.9340803
Sub-Saharan Africa,South Africa,2015,<15,male,0.9539653
Sub-Saharan Africa,South Africa,2015,15-24,female,0.9922904
Sub-Saharan Africa,South Africa,2015,15-24,male,0.9868459
Sub-Saharan Africa,South Africa,2015,25-64,female,0.9468964
Sub-Saharan Africa,South Africa,2015,25-64,male,0.9547947
Sub-Saharan Africa,South Africa,2015,65+,female,0.6866758
Sub-Saharan Africa,South Africa,2015,65+,male,0.7826556
Sub-Saharan Africa,South Africa,2017,<15,female,0.8645863
Sub-Saharan Africa,South Africa,2017,<15,male,0.8767775
Sub-Saharan Africa,South Africa,2017,15-24,female,0.9687589
Sub-Saharan Africa,South Africa,2017,15-24,male,0.9375609
Sub-Saharan Africa,South Africa,2017,25-64,female,0.8751352
Sub-Saharan Africa,South Africa,2017,25-64,male,0.8785576
Sub-Saharan Africa,South Africa,2017,65+,female,0.5118843
Sub-Saharan Africa,South Africa,2017,65+,male,0.5994955
Sub-Saharan Africa,South Sudan,2018,<15,female,0.2886426
Sub-Saharan Africa,South Sudan,2018,<15,male,0.4026481
Sub-Saharan Africa,South Sudan,2018,15-24,female,0.473692
Sub-Saharan Africa,South Sudan,2018,15-24,male,0.4842514
Sub-Saharan Africa,South Sudan,2018,25-64,female,0.2056471
Sub-Saharan Africa,South Sudan,2018,25-64,male,0.3750906
Sub-Saharan Africa,South Sudan,2018,65+,female,0.0638838
Sub-Saharan Africa,South Sudan,2018,65+,male,0.1733881
Sub-Saharan Africa,Swaziland,2010,<15,female,0.8244755
Sub-Saharan Africa,Swaziland,2010,<15,male,0.8390015
Sub-Saharan Africa,Swaziland,2010,15-24,female,0.9474849
Sub-Saharan Africa,Swaziland,2010,15-24,male,0.9218742
Sub-Saharan Africa,Swaziland,2010,25-64,female,0.8172236
Sub-Saharan Africa,Swaziland,2010,25-64,male,0.8199676
Sub-Saharan Africa,Swaziland,2010,65+,female,0.4007399
Sub-Saharan Africa,Swaziland,2010,65+,male,0.5286786
Sub-Saharan Africa,Swaziland,2018,<15,female,0.8854269
Sub-Saharan Africa,Swaziland,2018,<15,male,0.8828758
Sub-Saharan Africa,Swaziland,2018,15-24,female,0.9669525
Sub-Saharan Africa,Swaziland,2018,15-24,male,0.9429769
Sub-Saharan Africa,Swaziland,2018,25-64,female,0.8899831
Sub-Saharan Africa,Swaziland,2018,25-64,male,0.866949
Sub-Saharan Africa,Swaziland,2018,65+,female,0.5228589
Sub-Saharan Africa,Swaziland,2018,65+,male,0.6238422
Sub-Saharan Africa,Togo,2011,<15,female,0.4797739
Sub-Saharan Africa,Togo,2011,<15,male,0.7405682
Sub-Saharan Africa,Togo,2011,15-24,female,0.7270812
Sub-Saharan Africa,Togo,2011,15-24,male,0.8691668
Sub-Saharan Africa,Togo,2011,25-64,female,0.3975879
Sub-Saharan Africa,Togo,2011,25-64,male,0.7104376
Sub-Saharan Africa,Togo,2011,65+,female,0.0917093
Sub-Saharan Africa,Togo,2011,65+,male,0.2948796
Sub-Saharan Africa,Togo,2015,<15,female,0.5124178
Sub-Saharan Africa,Togo,2015,<15,male,0.7725943
Sub-Saharan Africa,Togo,2015,15-24,female,0.7837085
Sub-Saharan Africa,Togo,2015,15-24,male,0.8967247
Sub-Saharan Africa,Togo,2015,25-64,female,0.4528717
Sub-Saharan Africa,Togo,2015,25-64,male,0.7471812
Sub-Saharan Africa,Togo,2015,65+,female,0.0629311
Sub-Saharan Africa,Togo,2015,65+,male,0.3934271
Sub-Saharan Africa,Uganda,2010,<15,female,0.6459145
Sub-Saharan Africa,Uganda,2010,<15,male,0.8263139
Sub-Saharan Africa,Uganda,2010,15-24,female,0.8547146
Sub-Saharan Africa,Uganda,2010,15-24,male,0.8963519
Sub-Saharan Africa,Uganda,2010,25-64,female,0.5442796
Sub-Saharan Africa,Uganda,2010,25-64,male,0.8061083
Sub-Saharan Africa,Uganda,2010,65+,female,0.1608262
Sub-Saharan Africa,Uganda,2010,65+,male,0.5566679
Sub-Saharan Africa,Uganda,2012,<15,female,0.6197043
Sub-Saharan Africa,Uganda,2012,<15,male,0.7912304
Sub-Saharan Africa,Uganda,2012,15-24,female,0.816542
Sub-Saharan Africa,Uganda,2012,15-24,male,0.8575978
Sub-Saharan Africa,Uganda,2012,25-64,female,0.5283418
Sub-Saharan Africa,Uganda,2012,25-64,male,0.7634058
Sub-Saharan Africa,Uganda,2012,65+,female,0.1788075
Sub-Saharan Africa,Uganda,2012,65+,male,0.5795687
Sub-Saharan Africa,Uganda,2018,<15,female,0.7083806
Sub-Saharan Africa,Uganda,2018,<15,male,0.8265601
Sub-Saharan Africa,Uganda,2018,15-24,female,0.8995064
Sub-Saharan Africa,Uganda,2018,15-24,male,0.888269
Sub-Saharan Africa,Uganda,2018,25-64,female,0.6144806
Sub-Saharan Africa,Uganda,2018,25-64,male,0.7920384
Sub-Saharan Africa,Uganda,2018,65+,female,0.2630884
Sub-Saharan Africa,Uganda,2018,65+,male,0.6590688
Sub-Saharan Africa,United Republic of Tanzania,2010,<15,female,0.6075262
Sub-Saharan Africa,United Republic of Tanzania,2010,<15,male,0.754678
Sub-Saharan Africa,United Republic of Tanzania,2010,15-24,female,0.72771
Sub-Saharan Africa,United Republic of Tanzania,2010,15-24,male,0.7649114
Sub-Saharan Africa,United Republic of Tanzania,2010,25-64,female,0.580346
Sub-Saharan Africa,United Republic of Tanzania,2010,25-64,male,0.7523351
Sub-Saharan Africa,United Republic of Tanzania,2010,65+,female,0.3223338
Sub-Saharan Africa,United Republic of Tanzania,2010,65+,male,0.7313422
Sub-Saharan Africa,United Republic of Tanzania,2012,<15,female,0.7334718
Sub-Saharan Africa,United Republic of Tanzania,2012,<15,male,0.8337769
Sub-Saharan Africa,United Republic of Tanzania,2012,15-24,female,0.8484802
Sub-Saharan Africa,United Republic of Tanzania,2012,15-24,male,0.871745
Sub-Saharan Africa,United Republic of Tanzania,2012,25-64,female,0.7186492
Sub-Saharan Africa,United Republic of Tanzania,2012,25-64,male,0.840831
Sub-Saharan Africa,United Republic of Tanzania,2012,65+,female,0.2981439
Sub-Saharan Africa,United Republic of Tanzania,2012,65+,male,0.5899817
Sub-Saharan Africa,United Republic of Tanzania,2015,<15,female,0.7309383
Sub-Saharan Africa,United Republic of Tanzania,2015,<15,male,0.8320485
Sub-Saharan Africa,United Republic of Tanzania,2015,15-24,female,0.846408
Sub-Saharan Africa,United Republic of Tanzania,2015,15-24,male,0.870131
Sub-Saharan Africa,United Republic of Tanzania,2015,25-64,female,0.7161079
Sub-Saharan Africa,United Republic of Tanzania,2015,25-64,male,0.8391896
Sub-Saharan Africa,United Republic of Tanzania,2015,65+,female,0.2971444
